Date,Close,High,Low,Open,Volume
2023-06-23,18665.5,18756.4,18647.1,18741.85,210600
2023-06-26,18691.2,18722.05,18646.7,18682.35,171300
2023-06-27,18817.4,18829.25,18714.25,18748.55,222500
2023-06-28,18972.1,19011.25,18861.35,18908.15,398800
2023-06-30,19189.05,19201.7,19024.6,19076.85,247900
2023-07-03,19322.55,19345.1,19234.4,19246.5,226100
2023-07-04,19389.0,19434.15,19300.0,19406.6,226900
2023-07-05,19398.5,19421.6,19339.6,19405.95,224400
2023-07-06,19497.3,19512.2,19373.0,19385.7,268300
2023-07-07,19331.8,19523.6,19303.6,19422.8,237100
2023-07-10,19355.9,19435.85,19327.1,19400.35,268200
2023-07-11,19439.4,19515.1,19406.45,19427.1,251300
2023-07-12,19384.3,19507.7,19361.75,19497.45,327900
2023-07-13,19413.75,19567.0,19385.8,19495.2,310400
2023-07-14,19564.5,19595.35,19433.5,19493.45,291200
2023-07-17,19711.45,19731.85,19562.95,19612.15,268700
2023-07-18,19749.25,19819.45,19690.2,19787.5,286400
2023-07-19,19833.15,19851.7,19727.45,19802.95,259700
2023-07-20,19979.15,19991.85,19758.4,19831.7,274700
2023-07-21,19745.0,19887.4,19700.0,19800.45,312500
2023-07-24,19672.35,19782.75,19658.3,19748.45,265600
2023-07-25,19680.6,19729.35,19615.95,19729.35,369700
2023-07-26,19778.3,19825.6,19716.7,19733.35,244700
2023-07-27,19659.9,19867.55,19603.55,19850.9,334900
2023-07-28,19646.05,19695.9,19563.1,19659.75,258700
2023-07-31,19753.8,19772.75,19597.6,19666.35,295100
2023-08-01,19733.55,19795.6,19704.6,19784.0,298000
2023-08-02,19526.55,19678.25,19423.55,19655.4,290700
2023-08-03,19381.65,19537.65,19296.45,19463.75,315700
2023-08-04,19517.0,19538.85,19436.45,19462.8,280800
2023-08-07,19597.3,19620.45,19524.8,19576.85,216600
2023-08-08,19570.85,19634.4,19533.1,19627.2,260300
2023-08-09,19632.55,19645.5,19467.5,19578.8,266500
2023-08-10,19543.1,19623.6,19495.4,19605.55,312200
2023-08-11,19428.3,19557.75,19412.75,19554.25,235500
2023-08-14,19434.55,19465.85,19257.9,19383.95,243900
2023-08-16,19465.0,19482.75,19317.2,19369.0,0
2023-08-17,19365.25,19461.55,19326.25,19450.55,268700
2023-08-18,19310.15,19373.8,19253.6,19301.75,256100
2023-08-21,19393.6,19425.95,19296.3,19320.65,262600
2023-08-22,19396.45,19443.5,19381.3,19417.1,208700
2023-08-23,19444.0,19472.05,19366.6,19439.2,225200
2023-08-24,19386.7,19584.45,19369.0,19535.15,268300
2023-08-25,19265.8,19339.55,19229.7,19297.4,466500
2023-08-28,19306.05,19366.85,19249.7,19298.35,248200
2023-08-29,19342.65,19377.9,19309.1,19374.85,307400
2023-08-30,19347.45,19452.8,19334.75,19433.45,233000
2023-08-31,19253.8,19388.2,19223.65,19375.55,562600
2023-09-01,19435.3,19458.55,19255.7,19258.15,333000
2023-09-04,19528.8,19545.15,19432.85,19525.05,296800
2023-09-05,19574.9,19587.05,19525.75,19564.65,256800
2023-09-06,19611.05,19636.45,19491.5,19581.2,287600
2023-09-07,19727.05,19737.0,19550.05,19598.65,304900
2023-09-08,19819.95,19867.15,19727.05,19774.8,288100
2023-09-11,19996.35,20008.15,19865.35,19890.0,248800
2023-09-12,19993.2,20110.35,19914.65,20110.15,328100
2023-09-13,20070.0,20096.9,19944.1,19989.5,251400
2023-09-14,20103.1,20167.65,20043.45,20127.95,275100
2023-09-15,20192.35,20222.45,20129.7,20156.45,438200
2023-09-18,20133.3,20195.35,20115.7,20155.95,264900
2023-09-20,19901.4,20050.65,19878.85,19980.75,378100
2023-09-21,19742.35,19848.75,19709.95,19840.55,275100
2023-09-22,19674.25,19798.65,19657.5,19744.85,246400
2023-09-25,19674.55,19734.15,19601.55,19678.2,188400
2023-09-26,19664.7,19699.35,19637.45,19682.8,204900
2023-09-27,19716.45,19730.7,19554.0,19637.05,203600
2023-09-28,19523.55,19766.65,19492.1,19761.8,352800
2023-09-29,19638.3,19726.25,19551.05,19581.2,243500
2023-10-03,19528.75,19623.2,19479.65,19622.4,221700
2023-10-04,19436.1,19457.8,19333.6,19446.3,277100
2023-10-05,19545.75,19576.95,19487.3,19521.85,234900
2023-10-06,19653.5,19675.75,19589.4,19621.2,159100
2023-10-09,19512.35,19588.95,19480.5,19539.45,165100
2023-10-10,19689.85,19717.8,19565.45,19565.6,216600
2023-10-11,19811.35,19839.2,19756.95,19767.0,213700
2023-10-12,19794.0,19843.3,19772.65,19822.7,217900
2023-10-13,19751.05,19805.4,19635.3,19654.55,255000
2023-10-16,19731.75,19781.3,19691.85,19737.25,181000
2023-10-17,19811.5,19849.75,19775.65,19843.2,185800
2023-10-18,19671.1,19840.95,19659.95,19820.45,198900
2023-10-19,19624.7,19681.8,19512.35,19545.2,230300
2023-10-20,19542.65,19593.8,19518.7,19542.15,198300
2023-10-23,19281.75,19556.85,19257.85,19521.6,176000
2023-10-25,19122.15,19347.3,19074.15,19286.45,225300
2023-10-26,18857.25,19041.7,18837.85,19027.25,300400
2023-10-27,19047.25,19076.15,18926.65,18928.75,205200
2023-10-30,19140.9,19158.5,18940.0,19053.4,180100
2023-10-31,19079.6,19233.7,19056.45,19232.95,206000
2023-11-01,18989.15,19096.05,18973.7,19064.05,194100
2023-11-02,19133.25,19175.25,19064.15,19120.0,245600
2023-11-03,19230.6,19276.25,19210.9,19241.0,189500
2023-11-06,19411.75,19423.0,19309.7,19345.85,180700
2023-11-07,19406.7,19423.5,19329.1,19404.05,198700
2023-11-08,19443.5,19464.4,19401.5,19449.6,195000
2023-11-09,19395.3,19463.9,19378.35,19457.4,208400
2023-11-10,19425.35,19451.3,19329.45,19351.85,152200
2023-11-13,19443.55,19494.4,19414.75,19486.75,189300
2023-11-15,19675.45,19693.2,19579.65,19651.4,291500
2023-11-16,19765.2,19875.25,19627.0,19674.7,282700
2023-11-17,19731.8,19806.0,19667.45,19674.75,236800
2023-11-20,19694.0,19756.45,19670.5,19731.15,173800
2023-11-21,19783.4,19829.1,19754.05,19770.9,195000
2023-11-22,19811.85,19825.55,19703.85,19784.0,184500
2023-11-23,19802.0,19875.15,19786.75,19828.45,170000
2023-11-24,19794.7,19832.85,19768.85,19809.6,145900
2023-11-28,19889.7,19916.85,19800.0,19844.65,229600
2023-11-29,20096.6,20104.65,19956.3,19976.55,236200
2023-11-30,20133.15,20158.7,20015.85,20108.5,486600
2023-12-01,20267.9,20291.55,20183.7,20194.1,265800
2023-12-04,20686.8,20702.65,20507.75,20601.95,381100
2023-12-05,20855.1,20864.05,20711.15,20808.9,421000
2023-12-06,20937.7,20961.95,20852.15,20950.75,359200
2023-12-07,20901.15,20941.25,20850.8,20932.4,275000
2023-12-08,20969.4,21006.1,20862.7,20934.1,292400
2023-12-11,20997.1,21026.1,20923.7,20965.3,212900
2023-12-12,20906.4,21037.9,20867.15,21018.55,244900
2023-12-13,20926.35,20950.0,20769.5,20929.75,260300
2023-12-14,21182.7,21210.9,21074.45,21110.4,334400
2023-12-15,21456.65,21492.3,21235.3,21287.45,508800
2023-12-18,21418.65,21482.8,21365.35,21434.8,249700
2023-12-19,21453.1,21505.05,21337.75,21477.65,249800
2023-12-20,21150.15,21593.0,21087.35,21543.5,363900
2023-12-21,21255.05,21288.35,20976.8,21033.95,277500
2023-12-22,21349.4,21390.5,21232.45,21295.85,284700
2023-12-26,21441.35,21477.15,21329.45,21365.2,219500
2023-12-27,21654.75,21675.75,21495.8,21497.65,256500
2023-12-28,21778.7,21801.45,21678.0,21715.0,393100
2023-12-29,21731.4,21770.3,21676.9,21737.65,270900
2024-01-01,21741.9,21834.35,21680.85,21727.75,154000
2024-01-02,21665.8,21755.6,21555.65,21751.35,263700
2024-01-03,21517.35,21677.0,21500.35,21661.1,311900
2024-01-04,21658.6,21685.65,21564.55,21605.8,339200
2024-01-05,21710.8,21749.6,21629.2,21705.75,309300
2024-01-08,21513.0,21763.95,21492.9,21747.6,231500
2024-01-09,21544.85,21724.45,21517.85,21653.6,228600
2024-01-10,21618.7,21641.85,21448.65,21529.3,217000
2024-01-11,21647.2,21726.5,21593.75,21688.0,212500
2024-01-12,21894.55,21928.25,21715.15,21773.55,294700
2024-01-15,22097.45,22115.55,21963.55,22053.15,345500
2024-01-16,22032.3,22124.15,21969.8,22080.5,292400
2024-01-17,21571.95,21851.5,21550.45,21647.25,456000
2024-01-18,21462.25,21539.4,21285.55,21414.2,387300
2024-01-19,21622.4,21670.6,21575.0,21615.2,343100
2024-01-23,21238.8,21750.25,21192.6,21716.7,449700
2024-01-24,21453.95,21482.35,21137.2,21185.25,407500
2024-01-25,21352.6,21459.0,21247.05,21454.6,418100
2024-01-29,21737.6,21763.25,21429.6,21433.1,376700
2024-01-30,21522.1,21813.05,21501.8,21775.75,375100
2024-01-31,21725.7,21741.35,21448.85,21487.25,410600
2024-02-01,21697.45,21832.95,21658.75,21780.65,332500
2024-02-02,21853.8,22126.8,21805.55,21812.75,442800
2024-02-05,21771.7,21964.3,21726.95,21921.05,440800
2024-02-06,21929.4,21951.4,21737.55,21825.2,371000
2024-02-07,21930.5,22053.3,21860.15,22045.05,346300
2024-02-08,21717.95,22011.05,21665.3,22009.65,491100
2024-02-09,21782.5,21804.45,21629.9,21727.0,349200
2024-02-12,21616.05,21831.7,21574.75,21800.8,287400
2024-02-13,21743.25,21766.8,21543.35,21664.3,365800
2024-02-14,21840.05,21870.85,21530.2,21578.15,359100
2024-02-15,21910.75,21953.85,21794.8,21906.55,345400
2024-02-16,22040.7,22068.65,21968.95,22020.3,343900
2024-02-19,22122.25,22186.65,22021.05,22103.45,0
2024-02-20,22196.95,22215.6,22045.85,22099.2,295700
2024-02-21,22055.05,22249.4,21997.95,22248.85,364500
2024-02-22,22217.45,22252.5,21875.25,22081.55,343500
2024-02-23,22212.7,22297.5,22186.1,22290.0,226000
2024-02-26,22122.05,22202.15,22075.15,22169.2,207800
2024-02-27,22198.35,22218.25,22085.65,22090.2,252200
2024-02-28,21951.15,22229.15,21915.85,22214.1,203000
2024-02-29,21982.8,22060.55,21860.65,21935.2,360200
2024-03-01,22338.75,22353.3,22047.75,22048.3,351500
2024-03-04,22405.6,22440.9,22358.3,22403.5,298800
2024-03-05,22356.3,22416.9,22269.15,22371.25,296200
2024-03-06,22474.05,22497.2,22224.35,22327.5,312300
2024-03-07,22493.55,22525.65,22430.0,22505.3,379900
2024-03-11,22332.65,22526.6,22307.25,22517.5,277900
2024-03-12,22335.7,22452.55,22256.0,22334.45,299200
2024-03-13,21997.7,22446.75,21905.65,22432.2,493300
2024-03-14,22146.65,22204.6,21917.5,21982.55,426700
2024-03-15,22023.35,22120.9,21931.7,22064.85,661500
2024-03-18,22055.7,22123.7,21916.55,21990.1,356300
2024-03-19,21817.45,21978.3,21793.1,21946.45,344200
2024-03-20,21839.1,21930.9,21710.2,21843.9,312400
2024-03-21,22011.95,22080.95,21941.3,21989.9,353200
2024-03-22,22096.75,22180.7,21883.3,21932.2,388700
2024-03-26,22004.7,22073.2,21947.55,21947.9,328400
2024-03-27,22123.65,22193.6,22052.85,22053.95,409100
2024-03-28,22326.9,22516.0,22163.6,22163.6,410500
2024-04-01,22462.0,22529.95,22427.75,22455.0,0
2024-04-02,22453.3,22497.6,22388.15,22458.8,289500
2024-04-03,22434.65,22521.1,22346.5,22385.7,309600
2024-04-04,22514.65,22619.0,22303.8,22592.1,401000
2024-04-05,22513.7,22537.6,22427.6,22486.4,242200
2024-04-08,22666.3,22697.3,22550.35,22578.35,227600
2024-04-09,22642.75,22768.4,22612.25,22765.1,232400
2024-04-10,22753.8,22775.7,22673.7,22720.25,276800
2024-04-12,22519.4,22726.45,22503.75,22677.4,357200
2024-04-15,22272.5,22427.45,22259.55,22339.05,355500
2024-04-16,22147.9,22213.75,22079.45,22125.3,317300
2024-04-18,21995.85,22326.5,21961.7,22212.35,456900
2024-04-19,22147.0,22179.55,21777.65,21861.5,362500
2024-04-22,22336.4,22375.65,22198.15,22336.9,279300
2024-04-23,22368.0,22447.55,22349.45,22447.05,231500
2024-04-24,22402.4,22476.45,22384.0,22421.55,235900
2024-04-25,22570.35,22625.95,22305.25,22316.9,475000
2024-04-26,22419.95,22620.4,22385.55,22620.4,329900
2024-04-29,22643.4,22655.8,22441.9,22475.55,292000
2024-04-30,22604.85,22783.35,22568.4,22679.65,361900
2024-05-02,22648.2,22710.5,22567.85,22567.85,445900
2024-05-03,22475.85,22794.7,22348.05,22766.35,438100
2024-05-06,22442.7,22588.8,22409.45,22561.6,320300
2024-05-07,22302.5,22499.05,22232.05,22489.75,297800
2024-05-08,22302.5,22368.65,22185.2,22231.2,277400
2024-05-09,21957.5,22307.75,21932.4,22224.8,331300
2024-05-10,22055.2,22131.3,21950.3,21990.95,265800
2024-05-13,22104.05,22131.65,21821.05,22027.95,278200
2024-05-14,22217.85,22270.05,22081.25,22112.9,230200
2024-05-15,22200.55,22297.55,22151.75,22255.6,231900
2024-05-16,22403.85,22432.25,22054.55,22319.2,368900
2024-05-17,22466.1,22502.15,22345.65,22415.25,242700
2024-05-21,22529.05,22591.1,22404.55,22404.55,347600
2024-05-22,22597.8,22629.5,22483.15,22576.6,290300
2024-05-23,22967.65,22993.6,22577.45,22614.1,369800
2024-05-24,22957.1,23026.4,22908.0,22930.75,261900
2024-05-27,22932.45,23110.8,22871.2,23038.95,260000
2024-05-28,22888.15,22998.55,22858.5,22977.15,217900
2024-05-29,22704.7,22825.5,22685.45,22762.75,269900
2024-05-30,22488.65,22705.75,22417.0,22617.45,373400
2024-05-31,22530.7,22653.75,22465.1,22568.1,572100
2024-06-03,23263.9,23338.7,23062.3,23337.9,569400
2024-06-04,21884.5,23179.5,21281.45,23179.5,1006100
2024-06-05,22620.35,22670.4,21791.95,22128.35,638500
2024-06-06,22821.4,22910.15,22642.6,22798.6,480400
2024-06-07,23290.15,23320.2,22789.05,22821.85,473600
2024-06-10,23259.2,23411.9,23227.15,23319.15,304400
2024-06-11,23264.85,23389.45,23206.65,23283.75,305200
2024-06-12,23322.95,23441.95,23295.95,23344.45,295600
2024-06-13,23398.9,23481.05,23353.9,23480.95,268300
2024-06-14,23465.6,23490.4,23334.25,23464.95,223100
2024-06-18,23557.9,23579.05,23499.7,23570.8,272200
2024-06-19,23516.0,23664.0,23412.9,23629.85,328800
2024-06-20,23567.0,23624.0,23442.6,23586.15,280300
2024-06-21,23501.1,23667.1,23398.2,23661.15,609900
2024-06-24,23537.85,23558.1,23350.0,23382.3,239400
2024-06-25,23721.3,23754.15,23562.05,23577.1,298100
2024-06-26,23868.8,23889.9,23670.45,23723.1,287800
2024-06-27,24044.5,24087.45,23805.4,23881.55,515200
2024-06-28,24010.6,24174.0,23985.8,24085.9,354800
2024-07-01,24141.95,24164.0,23992.7,23992.95,0
2024-07-02,24123.85,24236.35,24056.4,24228.75,0
2024-07-03,24286.5,24309.15,24207.1,24291.75,0
2024-07-04,24302.15,24401.0,24281.0,24369.95,251200
2024-07-05,24323.85,24363.0,24168.85,24213.35,298400
2024-07-08,24320.55,24344.6,24240.55,24329.45,266300
2024-07-09,24433.2,24443.6,24331.9,24351.0,250500
2024-07-10,24324.45,24461.05,24141.8,24459.85,292300
2024-07-11,24315.95,24402.65,24193.75,24396.55,306400
2024-07-12,24502.15,24592.2,24331.15,24387.95,325800
2024-07-15,24586.7,24635.05,24522.75,24587.6,305400
2024-07-16,24613.0,24661.25,24587.65,24615.9,283200
2024-07-18,24800.85,24837.75,24504.45,24543.8,350900
2024-07-19,24530.9,24854.8,24508.15,24853.8,343800
2024-07-22,24509.25,24595.2,24362.3,24445.75,324200
2024-07-23,24479.05,24582.55,24074.2,24568.9,436400
2024-07-24,24413.5,24504.25,24307.25,24444.95,366600
2024-07-25,24406.1,24426.15,24210.8,24230.95,391800
2024-07-26,24834.85,24861.15,24410.9,24423.35,383800
2024-07-29,24836.1,24999.75,24774.6,24943.3,355000
2024-07-30,24857.3,24971.75,24798.65,24839.4,385000
2024-07-31,24951.15,24984.6,24856.5,24886.7,333600
2024-08-01,25010.9,25078.3,24956.4,25030.95,431300
2024-08-02,24717.7,24851.9,24686.85,24789.0,345000
2024-08-05,24055.6,24350.05,23893.7,24302.85,487000
2024-08-06,23992.55,24382.6,23960.4,24189.85,312300
2024-08-07,24297.5,24337.7,24184.9,24289.4,317600
2024-08-08,24117.0,24340.5,24079.7,24248.55,311900
2024-08-09,24367.5,24419.75,24311.2,24386.85,215100
2024-08-12,24347.0,24472.8,24212.1,24320.05,279900
2024-08-13,24139.0,24359.95,24116.5,24342.35,239700
2024-08-14,24143.75,24196.5,24099.7,24184.4,303300
2024-08-16,24541.15,24563.9,24204.5,24334.85,271600
2024-08-19,24572.65,24638.8,24522.95,24636.35,243600
2024-08-20,24698.85,24734.3,24607.2,24648.9,238300
2024-08-21,24770.2,24787.95,24654.5,24680.55,257100
2024-08-22,24811.5,24867.35,24784.45,24863.4,220300
2024-08-23,24823.15,24858.4,24771.65,24845.4,206800
2024-08-26,25010.6,25043.8,24874.7,24906.1,210300
2024-08-27,25017.75,25073.1,24973.65,25024.8,223300
2024-08-28,25052.35,25129.6,24964.65,25030.8,220400
2024-08-29,25151.95,25192.9,24998.5,25035.3,354000
2024-08-30,25235.9,25268.35,25199.4,25249.7,638200
2024-09-02,25278.7,25333.65,25235.5,25333.6,222800
2024-09-03,25279.85,25321.7,25235.8,25313.4,212100
2024-09-04,25198.7,25216.0,25083.8,25089.95,253800
2024-09-05,25145.1,25275.45,25127.75,25250.5,222200
2024-09-06,24852.15,25168.75,24801.3,25093.7,311700
2024-09-09,24936.4,24957.5,24753.15,24823.4,254400
2024-09-10,25041.1,25130.5,24896.8,24999.4,251300
2024-09-11,24918.45,25113.7,24885.15,25034.0,279200
2024-09-12,25388.9,25433.35,24941.45,25059.65,380100
2024-09-13,25356.5,25430.5,25292.45,25430.45,250800
2024-09-16,25383.75,25445.7,25336.2,25406.65,168700
2024-09-17,25418.55,25441.65,25352.25,25416.9,216000
2024-09-18,25377.55,25482.2,25285.55,25402.4,215700
2024-09-19,25415.8,25611.95,25376.05,25487.05,314500
2024-09-20,25790.95,25849.25,25426.6,25525.95,533100
2024-09-23,25939.05,25956.0,25847.35,25872.55,209200
2024-09-24,25940.4,26011.55,25886.85,25921.45,384100
2024-09-25,26004.15,26032.8,25871.35,25899.45,278500
2024-09-26,26216.05,26250.9,25998.4,26005.4,370900
2024-09-27,26178.95,26277.35,26151.4,26248.25,490300
2024-09-30,25810.85,26134.7,25794.1,26061.3,343100
2024-10-01,25796.9,25907.6,25739.2,25788.45,247400
2024-10-03,25250.1,25639.45,25230.3,25452.85,423400
2024-10-04,25014.6,25485.05,24966.8,25181.9,374900
2024-10-07,24795.75,25143.0,24694.35,25084.1,374300
2024-10-08,25013.15,25044.0,24756.8,24832.2,333200
2024-10-09,24981.95,25234.05,24947.7,25065.8,290600
2024-10-10,24998.45,25134.05,24979.4,25067.05,261400
2024-10-11,24964.25,25028.65,24920.05,24985.3,210500
2024-10-14,25127.95,25159.75,25017.5,25023.45,206400
2024-10-15,25057.35,25212.05,25008.15,25186.3,257200
2024-10-16,24971.3,25093.4,24908.45,25008.55,226800
2024-10-17,24749.85,25029.5,24728.9,25027.4,252800
2024-10-18,24854.05,24886.2,24567.65,24664.95,290900
2024-10-21,24781.1,24978.3,24679.6,24956.15,242000
2024-10-22,24472.1,24882.0,24445.8,24798.65,279500
2024-10-23,24435.5,24604.25,24378.1,24378.15,284600
2024-10-24,24399.4,24480.65,24341.2,24412.7,216700
2024-10-25,24180.8,24440.25,24073.9,24418.05,372600
2024-10-28,24339.15,24492.6,24134.9,24251.1,278600
2024-10-29,24466.85,24484.5,24140.85,24328.85,332000
2024-10-30,24340.85,24498.2,24307.3,24371.45,285200
2024-10-31,24205.35,24372.45,24172.6,24349.85,287000
2024-11-01,24304.35,24368.25,24280.2,24302.75,38800
2024-11-04,23995.35,24316.75,23816.15,24315.75,285500
2024-11-05,24213.3,24229.05,23842.75,23916.5,289500
2024-11-06,24484.05,24537.6,24204.05,24308.75,351100
2024-11-07,24199.35,24503.35,24179.05,24489.6,322200
2024-11-08,24148.2,24276.15,24066.65,24207.7,298700
2024-11-11,24141.3,24336.8,24004.6,24087.25,273400
2024-11-12,23883.45,24242.0,23839.15,24225.8,255800
2024-11-13,23559.05,23873.6,23509.6,23822.45,304600
2024-11-14,23532.7,23675.9,23484.15,23542.15,257700
2024-11-18,23453.8,23606.8,23350.4,23605.3,263300
2024-11-19,23518.5,23780.65,23464.8,23529.55,297500
2024-11-21,23349.9,23507.3,23263.15,23488.45,420300
2024-11-22,23907.25,23956.1,23359.0,23411.8,367600
2024-11-25,24221.9,24351.55,24135.45,24253.55,687200
2024-11-26,24194.5,24343.3,24125.4,24343.3,230700
2024-11-27,24274.9,24354.55,24145.65,24204.8,295000
2024-11-28,23914.15,24345.75,23873.35,24274.15,366700
2024-11-29,24131.1,24188.45,23927.15,23927.15,282100
2024-12-02,24276.05,24301.7,24008.65,24140.85,220400
2024-12-03,24457.15,24481.35,24280.0,24367.5,339500
2024-12-04,24467.45,24573.2,24366.3,24488.75,348000
2024-12-05,24708.4,24857.75,24295.55,24539.15,361500
2024-12-06,24677.8,24751.05,24620.5,24729.45,226700
2024-12-09,24619.0,24705.0,24580.05,24633.9,248100
2024-12-10,24610.05,24677.8,24510.65,24652.65,261000
2024-12-11,24641.8,24691.75,24583.85,24620.5,187300
2024-12-12,24548.7,24675.25,24527.95,24604.45,266100
2024-12-13,24768.3,24792.3,24180.8,24498.35,310100
2024-12-16,24668.25,24781.25,24601.75,24753.4,187600
2024-12-17,24336.0,24624.1,24303.45,24584.8,264900
2024-12-18,24198.85,24394.45,24149.85,24297.95,235300
2024-12-19,23951.7,24004.9,23870.3,23877.15,271100
2024-12-20,23587.5,24065.8,23537.35,23960.7,442700
2024-12-23,23753.45,23869.55,23647.2,23738.2,189800
2024-12-24,23727.65,23867.65,23685.15,23769.1,177700
2024-12-26,23750.2,23854.5,23653.6,23775.8,177700
2024-12-27,23813.4,23938.85,23800.6,23801.4,176800
2024-12-30,23644.9,23915.35,23599.3,23796.9,364900
2024-12-31,23644.8,23689.85,23460.45,23560.6,193600
2025-01-01,23742.9,23822.8,23562.8,23637.65,154900
2025-01-02,24188.65,24226.7,23751.55,23783.0,283200
2025-01-03,24004.75,24196.45,23976.0,24196.4,312300
2025-01-06,23616.05,24089.95,23551.9,24045.8,278100
2025-01-07,23707.9,23795.2,23637.8,23679.9,262300
2025-01-08,23688.95,23751.85,23496.15,23746.65,266400
2025-01-09,23526.5,23689.5,23503.05,23674.75,269200
2025-01-10,23431.5,23596.6,23344.35,23551.9,261000
2025-01-13,23085.95,23340.95,23047.25,23195.4,316500
2025-01-14,23176.05,23264.95,23134.15,23165.9,311200
2025-01-15,23213.2,23293.65,23146.45,23250.45,228000
2025-01-16,23311.8,23391.65,23272.05,23377.25,299400
2025-01-17,23203.2,23292.1,23100.35,23277.1,272900
2025-01-20,23344.75,23391.1,23170.65,23290.4,301500
2025-01-21,23024.65,23426.3,22976.85,23421.65,312900
2025-01-22,23155.35,23169.55,22981.3,23099.15,276000
2025-01-23,23205.35,23270.8,23090.65,23128.3,275600
2025-01-24,23092.2,23347.3,23050.0,23183.9,264300
2025-01-27,22829.15,23007.45,22786.9,22940.15,257400
2025-01-28,22957.25,23137.95,22857.65,22960.45,361900
2025-01-29,23163.1,23183.35,22976.5,23026.75,226300
2025-01-30,23249.5,23322.05,23139.2,23169.5,361900
2025-01-31,23508.4,23546.8,23277.4,23296.75,304900
2025-02-01,23482.15,23632.45,23318.3,23528.6,281000
2025-02-03,23361.05,23381.6,23222.0,23319.35,329700
2025-02-04,23739.25,23762.75,23423.15,23509.9,376700
2025-02-05,23696.3,23807.3,23680.45,23801.75,267000
2025-02-06,23603.35,23773.55,23556.25,23761.95,307000
2025-02-07,23559.95,23694.5,23443.2,23649.5,368100
2025-02-10,23381.6,23568.6,23316.3,23543.8,234200
2025-02-11,23071.8,23390.05,22986.65,23383.55,268000
2025-02-12,23045.25,23144.7,22798.35,23050.8,279700
2025-02-13,23031.4,23235.5,22992.2,23055.75,265700
2025-02-14,22929.25,23133.7,22774.85,23096.45,254500
2025-02-17,22959.5,22974.2,22725.45,22809.9,207400
2025-02-18,22945.3,22992.5,22801.5,22963.65,210600
2025-02-19,22932.9,23049.95,22814.85,22847.25,207000
2025-02-20,22913.15,22923.85,22812.75,22821.1,240800
2025-02-21,22795.9,22921.0,22720.3,22857.2,242800
2025-02-24,22553.35,22668.05,22518.8,22609.35,214300
2025-02-25,22547.55,22625.3,22513.9,22516.45,250300
2025-02-27,22545.05,22613.3,22508.4,22568.95,289200
2025-02-28,22124.7,22450.35,22104.85,22433.4,551300
2025-03-03,22119.3,22261.55,22004.7,22194.55,282400
2025-03-04,22082.65,22105.05,21964.6,21974.45,253300
2025-03-05,22337.3,22394.9,22067.8,22073.05,305900
2025-03-06,22544.7,22556.45,22245.85,22476.35,372100
2025-03-07,22552.5,22633.8,22464.75,22508.65,289800
2025-03-10,22460.3,22676.75,22429.05,22521.85,293900
2025-03-11,22497.9,22522.1,22314.7,22345.95,347900
2025-03-12,22470.5,22577.4,22329.55,22536.35,369700
2025-03-13,22397.2,22558.05,22377.35,22541.5,287500
2025-03-17,22508.75,22577.0,22353.15,22353.15,251100
2025-03-18,22834.3,22857.8,22599.2,22662.25,272600
2025-03-19,22907.6,22940.7,22807.95,22874.95,324000
2025-03-20,23190.65,23216.7,22973.95,23036.6,313700
2025-03-21,23350.4,23402.7,23132.8,23168.25,541000
2025-03-24,23658.35,23708.75,23433.5,23515.4,311900
2025-03-25,23668.65,23869.6,23601.4,23751.5,338200
2025-03-26,23486.85,23736.5,23451.7,23700.95,278600
2025-03-27,23591.95,23646.45,23412.2,23433.95,510300
2025-03-28,23519.35,23649.2,23450.2,23600.4,295400
2025-04-01,23165.7,23565.15,23136.4,23341.1,314300
2025-04-02,23332.35,23350.0,23158.45,23192.6,341000
2025-04-03,23250.1,23306.5,23145.8,23150.3,283200
2025-04-04,22904.45,23214.7,22857.45,23190.4,466800
2025-04-07,22161.6,22254.0,21743.65,21758.4,647100
2025-04-08,22535.85,22697.2,22270.85,22446.75,468300
2025-04-09,22399.15,22468.7,22353.25,22460.3,383800
2025-04-11,22828.55,22923.9,22695.4,22695.4,402200
2025-04-15,23328.55,23368.35,23207.0,23368.35,388300
2025-04-16,23437.2,23452.2,23273.05,23344.1,348400
2025-04-17,23851.65,23872.35,23298.55,23401.85,505300
2025-04-21,24125.55,24189.55,23903.65,23949.15,406100
2025-04-22,24167.25,24242.6,24072.0,24185.4,440900
2025-04-23,24328.95,24359.3,24119.95,24357.6,415000
2025-04-24,24246.7,24347.85,24216.15,24277.9,358800
2025-04-25,24039.35,24365.45,23847.85,24289.0,387700
2025-04-28,24328.5,24355.1,24054.05,24070.25,320500
2025-04-29,24335.95,24457.65,24290.75,24370.7,357600
2025-04-30,24334.2,24396.15,24198.75,24342.05,424500
2025-05-02,24346.7,24589.15,24238.5,24311.9,421100
2025-05-05,24461.15,24526.4,24400.65,24419.5,291500
2025-05-06,24379.6,24509.65,24331.8,24500.75,302400
2025-05-07,24414.4,24449.6,24220.0,24233.3,330100
2025-05-08,24273.8,24447.25,24150.2,24431.5,411400
2025-05-09,24008.0,24164.25,23935.75,23935.75,335600
2025-05-12,24924.7,24944.8,24378.85,24420.1,368700
2025-05-13,24578.35,24973.8,24547.5,24864.05,423000
2025-05-14,24666.9,24767.55,24535.55,24613.8,345500
2025-05-15,25062.1,25116.25,24494.45,24694.45,500800
2025-05-16,25019.8,25070.0,24953.05,25064.65,432700
